Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
MUDSW,Mudrick Capital Acquisition Corporation,0.45,0.0,,2018.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mudsw
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",12.03,270924730.8,,,,,https://old.nasdaq.com/symbol/mue
MUFG,Mitsubishi UFJ Financial Group Inc,3.82,49051173939.0,,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/mufg
MUH,"Blackrock MuniHoldings Fund II, Inc.",13.54,153493258.3,,1998.0,,,https://old.nasdaq.com/symbol/muh
MUI,Blackrock Muni Intermediate Duration Fund Inc,13.36,511638113.8,,2003.0,,,https://old.nasdaq.com/symbol/mui
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",12.93,389889474.5,,1998.0,,,https://old.nasdaq.com/symbol/muj
MUR,Murphy Oil Corporation,7.91,1214762066.0,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mur
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",11.85,154266570.6,,1998.0,,,https://old.nasdaq.com/symbol/mus
MUSA,Murphy USA Inc.,110.07,3336066721.0,,2013.0,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/musa
MUX,McEwen Mining Inc.,1.01,404402409.3,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mux
MVBF,MVB Financial Corp.,12.5,149334862.5,,,Finance,Major Banks,https://old.nasdaq.com/symbol/mvbf
MVC,"MVC Capital, Inc.",6.5,115213267.0,,,,,https://old.nasdaq.com/symbol/mvc
MVCD,"MVC Capital, Inc.",22.81,0.0,,2017.0,,,https://old.nasdaq.com/symbol/mvcd
MVF,"MuniVest Fund, Inc.",8.15,528416423.7,,,,,https://old.nasdaq.com/symbol/mvf
MVIS,"Microvision, Inc.",0.2497,32505353.71,,1996.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mvis
MVO,MV Oil Trust,2.96,34040000.0,,2007.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mvo
MVT,"Blackrock MuniVest Fund II, Inc.",13.02,277845172.5,,1993.0,,,https://old.nasdaq.com/symbol/mvt
MWA,Mueller Water Products Inc,8.67,1370170932.0,,2006.0,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/mwa
MWK,"Mohawk Group Holdings, Inc.",2.58,45656116.02,,2019.0,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/mwk
MX,MagnaChip Semiconductor Corporation,10.94,380726353.3,,2011.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/mx
MXC,Mexco Energy Corporation,2.21,4508766.86,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mxc
MXE,"Mexico Equity and Income Fund, Inc. (The)",6.75,12058625.25,,,,,https://old.nasdaq.com/symbol/mxe
MXF,"Mexico Fund, Inc. (The)",8.57,128594769.7,,,,,https://old.nasdaq.com/symbol/mxf
MXIM,"Maxim Integrated Products, Inc.",51.82,13960006615.0,,1988.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/mxim
MXL,"MaxLinear, Inc",14.86,1069133683.0,,2010.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/mxl
MYC,"Blackrock MuniYield California Fund, Inc.",13.35,285950244.9,,1992.0,,,https://old.nasdaq.com/symbol/myc
MYD,"Blackrock MuniYield Fund, Inc.",12.73,597287717.4,,1991.0,,,https://old.nasdaq.com/symbol/myd
MYE,"Myers Industries, Inc.",10.45,373322153.6,,,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/mye
MYF,Blackrock MuniYield Investment Fund,12.74,174715748.5,,1992.0,,,https://old.nasdaq.com/symbol/myf
MYFW,"First Western Financial, Inc.",13.54,107202801.1,,2018.0,Finance,Major Banks,https://old.nasdaq.com/symbol/myfw
MYGN,"Myriad Genetics, Inc.",15.2,1133161687.0,,1995.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/mygn
MYI,"Blackrock MuniYield Quality Fund III, Inc.",12.59,858017073.8,,,,,https://old.nasdaq.com/symbol/myi
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",13.28,785610524.3,,1992.0,,,https://old.nasdaq.com/symbol/myj
MYL,Mylan N.V.,15.86,8186570218.0,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/myl
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",12.2065,483213637.6,,1992.0,,,https://old.nasdaq.com/symbol/myn
MYO,Myomo Inc.,3.92,11030088.16,,2017.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/myo
MYOK,"MyoKardia, Inc.",65.87,3067864818.0,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/myok
MYOS,MYOS RENS Technology Inc.,1.09,11834536.57,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/myos
MYOV,Myovant Sciences Ltd.,11.56,1037949904.0,,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/myov
MYRG,"MYR Group, Inc.",24.65,410596824.8,,,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/myrg
MYSZ,"My Size, Inc.",2.38,6189668.38,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mysz
MYT,"Urban Tea, Inc.",0.5,13090157.0,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/myt
MZA,"MuniYield Arizona Fund, Inc.",12.86,59626933.2,,1993.0,,,https://old.nasdaq.com/symbol/mza
NAC,Nuveen California Quality Municipal Income Fund,14.0,2026290812.0,,1999.0,,,https://old.nasdaq.com/symbol/nac
NAD,Nuveen Quality Municipal Income Fund,13.82,2924989774.0,,1999.0,,,https://old.nasdaq.com/symbol/nad
NAII,"Natural Alternatives International, Inc.",7.32,50193737.76,,,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/naii
NAK,"Northern Dynasty Minerals, Ltd.",0.555,242330484.2,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/nak
NAKD,Naked Brand Group Limited,0.44,1855410.04,,,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/nakd
NAN,Nuveen New York Quality Municipal Income Fund,13.01,401375829.3,,1999.0,,,https://old.nasdaq.com/symbol/nan
NAOV,"NanoVibronix, Inc.",1.92,8551226.88,,,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/naov
NAT,Nordic American Tankers Limited,4.8,706707043.2,,,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/nat
NATH,"Nathan&#39;s Famous, Inc.",56.44,237799780.8,,1993.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/nath
NATI,National Instruments Corporation,36.69,4797539785.0,,1995.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/nati
NATR,"Nature&#39;s Sunshine Products, Inc.",7.96,155005876.0,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/natr
NAV,Navistar International Corporation,19.41,1931118680.0,,,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/nav
NAV^D,Navistar International Corporation,22.0,0.0,,,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/nav^d
NAVB,"Navidea Biopharmaceuticals, Inc.",0.73,14920864.93,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/navb
NAVI,Navient Corporation,7.06,1368327108.0,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/navi
NAZ,Nuveen Arizona Quality Municipal Income Fund,12.39,143366647.6,,1992.0,,,https://old.nasdaq.com/symbol/naz
NBACU,Newborn Acquisition Corp.,9.84,51660000.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/nbacu
NBB,Nuveen Taxable Municipal Income Fund,19.95,545750025.5,,2010.0,,,https://old.nasdaq.com/symbol/nbb
NBEV,New Age Beverages Corporation,1.61,137553644.1,,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/nbev
NBH,Neuberger Berman Municipal Fund Inc.,13.53,254442514.6,,2002.0,,,https://old.nasdaq.com/symbol/nbh
NBHC,National Bank Holdings Corporation,23.0,707905362.0,,2012.0,Finance,Major Banks,https://old.nasdaq.com/symbol/nbhc
NBIX,"Neurocrine Biosciences, Inc.",101.63,9429169711.0,,1996.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/nbix
NBL,Noble Energy Inc.,6.86,3327373748.0,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/nbl
NBLX,Noble Midstream Partners LP,4.07,367275399.9,,,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/nblx
NBN,Northeast Bank,10.93,98938502.09,,,Finance,Major Banks,https://old.nasdaq.com/symbol/nbn
NBO,Neuberger Berman New York Municipal Fund Inc.,11.51,58441069.67,,2002.0,,,https://old.nasdaq.com/symbol/nbo
NBR,Nabors Industries Ltd.,0.2745,115108405.3,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/nbr
NBR^A,Nabors Industries Ltd.,2.75,0.0,,,,,https://old.nasdaq.com/symbol/nbr^a
NBRV,Nabriva Therapeutics plc,0.51,48258017.64,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nbrv
NBSE,"NeuBase Therapeutics, Inc. ",8.17,139548706.3,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nbse
NBTB,NBT Bancorp Inc.,31.31,1364722903.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/nbtb
NBW,Neuberger Berman California Municipal Fund Inc,12.36,68610903.84,,2002.0,,,https://old.nasdaq.com/symbol/nbw
NBY,"NovaBay Pharmaceuticals, Inc.",1.29,36133627.56,,2007.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nby
NC,"NACCO Industries, Inc.",26.07,183691514.2,,,Consumer Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/nc
NCA,"Nuveen California Municipal Value Fund, Inc.",10.0,280909990.0,,,,,https://old.nasdaq.com/symbol/nca
NCB,Nuveen California Municipal Value Fund 2,13.975,46158879.98,,,,,https://old.nasdaq.com/symbol/ncb
NCBS,Nicolet Bankshares Inc.,52.88,553468678.6,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ncbs
NCLH,Norwegian Cruise Line Holdings Ltd.,11.49,2449697196.0,,,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/nclh
NCLH,Norwegian Cruise Line Holdings Ltd.,11.49,2449697196.0,,,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/nclh
NCMI,"National CineMedia, Inc.",3.04,242444526.6,,2007.0,Consumer Services,Advertising,https://old.nasdaq.com/symbol/ncmi
NCNA,NuCana plc,5.69,90705285.75,15941175.0,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ncna
NCR,NCR Corporation,18.56,2398099459.0,,,Miscellaneous,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/ncr
NCSM,"NCS Multistage Holdings, Inc.",0.5839,27334179.02,,2017.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/ncsm
NCTY,The9 Limited,0.5643,10235760.39,18138863.0,2004.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ncty
NCV,AllianzGI Convertible & Income Fund,3.84,347034505.0,,2003.0,,,https://old.nasdaq.com/symbol/ncv
NCV^A,AllianzGI Convertible & Income Fund,25.01,0.0,,,,,https://old.nasdaq.com/symbol/ncv^a
NCZ,AllianzGI Convertible & Income Fund II,3.45,262599334.1,,2003.0,,,https://old.nasdaq.com/symbol/ncz
NCZ^A,AllianzGI Convertible & Income Fund II,24.807,0.0,,,,,https://old.nasdaq.com/symbol/ncz^a
NDAQ,"Nasdaq, Inc.",109.78,18042101264.0,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ndaq
NDLS,Noodles & Company,5.1,225082395.3,,2013.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/ndls
NDP,"Tortoise Energy Independence Fund, Inc.",1.25,18459960.0,,2012.0,,,https://old.nasdaq.com/symbol/ndp
NDRA,ENDRA Life Sciences Inc.,0.8103,10925376.19,,2017.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/ndra
NDRAW,ENDRA Life Sciences Inc.,0.1495,0.0,,2017.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/ndraw
NDSN,Nordson Corporation,151.87,8786968269.0,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ndsn
NE,Noble Corporation,0.1995,50064946.34,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ne
NEA,Nuveen AMT-Free Quality Municipal Income Fund,13.63,3797185339.0,,2002.0,,,https://old.nasdaq.com/symbol/nea
NEBU,Nebula Acquisition Corporation,10.21,350968750.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/nebu
NEBUU,Nebula Acquisition Corporation,10.655,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/nebuu
NEBUW,Nebula Acquisition Corporation,1.04,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/nebuw
NEE,"NextEra Energy, Inc.",237.61,116294000000.0,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/nee
NEE^I,"NextEra Energy, Inc.",25.16,0.0,,,,,https://old.nasdaq.com/symbol/nee^i
NEE^J,"NextEra Energy, Inc.",25.14,0.0,,,,,https://old.nasdaq.com/symbol/nee^j
NEE^K,"NextEra Energy, Inc.",25.79,0.0,,,,,https://old.nasdaq.com/symbol/nee^k
NEE^N,"NextEra Energy, Inc.",27.07,0.0,,,,,https://old.nasdaq.com/symbol/nee^n
NEE^O,"NextEra Energy, Inc.",48.02,0.0,,,,,https://old.nasdaq.com/symbol/nee^o
NEE^P,"NextEra Energy, Inc.",42.26,0.0,,,,,https://old.nasdaq.com/symbol/nee^p
NEM,Newmont Corporation,59.54,48197328609.0,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/nem
NEN,New England Realty Associates Limited Partnership,43.5,159033346.5,,,Consumer Services,Building operators,https://old.nasdaq.com/symbol/nen
NEO,"NeoGenomics, Inc.",28.58,3005183942.0,,,Health Care,Precision Instruments,https://old.nasdaq.com/symbol/neo
NEOG,Neogen Corporation,64.61,3418568856.0,,1989.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/neog
NEON,Neonode Inc.,2.49,22836173.46,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/neon
NEOS,"Neos Therapeutics, Inc.",0.9204,45783569.49,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/neos
NEP,"NextEra Energy Partners, LP",44.86,2939647269.0,,2014.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/nep
NEPH,"Nephros, Inc.",9.05,81599777.5,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/neph
NEPT,Neptune Wellness Solutions Inc.,1.9,180617239.5,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nept
NERV,"Minerva Neurosciences, Inc",6.91,271004215.9,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nerv
NES,"Nuverra Environmental Solutions, Inc.",1.3569,21386212.17,,2017.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/nes
NESR,National Energy Services Reunited Corp.,4.4,383624071.6,,2017.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/nesr
NESRW,National Energy Services Reunited Corp.,0.39,0.0,,2017.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/nesrw
NET,"Cloudflare, Inc.",26.18,7923006762.0,,2019.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/net
NETE,"Net Element, Inc.",1.98,8188951.32,,,Technology,EDP Services,https://old.nasdaq.com/symbol/nete
NEU,NewMarket Corporation,391.57,4381486220.0,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/neu
NEV,Nuveen Enhanced Municipal Value Fund,13.33,332584406.4,,2009.0,,,https://old.nasdaq.com/symbol/nev
NEW,Puxin Limited,4.11,357699325.3,,2018.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/new
NEWA,"Newater Technology, Inc.",2.3043,24907178.7,,2017.0,Basic Industries,Miscellaneous,https://old.nasdaq.com/symbol/newa
NEWR,"New Relic, Inc.",50.05,2965611699.0,,2014.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/newr
NEWT,Newtek Business Services Corp.,14.69,305851029.6,,,,,https://old.nasdaq.com/symbol/newt
NEWTI,Newtek Business Services Corp.,23.54,0.0,,,,,https://old.nasdaq.com/symbol/newti
NEWTL,Newtek Business Services Corp.,22.5,0.0,,,,,https://old.nasdaq.com/symbol/newtl
NEX,NexTier Oilfield Solutions Inc.,1.79,381616220.0,,2017.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/nex
NEXA,Nexa Resources S.A.,3.75,496644791.3,,2017.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/nexa
NEXT,NextDecade Corporation,1.78,215090999.2,,2015.0,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/next
NFBK,"Northfield Bancorp, Inc.",10.3,506638830.8,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/nfbk
NFE,New Fortress Energy LLC,11.37,1909587725.0,,2019.0,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/nfe
NFG,National Fuel Gas Company,41.05,3553324863.0,,,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/nfg
NFH,New Frontier Health Corporation,7.75,1018016595.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/nfh
NFH.WS,New Frontier Health Corporation,,0.0,,,,,https://old.nasdaq.com/symbol/nfh.ws
NFIN,Netfin Acquisition Corp.,9.94,321121640.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/nfin
NFINU,Netfin Acquisition Corp.,10.24,231577600.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/nfinu
NFINW,Netfin Acquisition Corp.,0.36,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/nfinw
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",10.41,986884458.2,,2005.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/nfj
NFLX,"Netflix, Inc.",437.49,191974000000.0,,2002.0,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/nflx
NFTY,First Trust India Nifty 50 Equal Weight ETF,24.8,2480049.6,,,,,https://old.nasdaq.com/symbol/nfty
NG,Novagold Resources Inc.,11.54,3792040469.0,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ng
NGD,New Gold Inc.,0.7471,505007553.9,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ngd
NGG,"National Grid Transco, PLC",55.61,39019370768.0,,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/ngg
NGHC,National General Holdings Corp,16.62,1889843514.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nghc
NGHCN,National General Holdings Corp,22.08,4416000.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nghcn
NGHCO,National General Holdings Corp,22.35,3687750.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nghco
NGHCP,National General Holdings Corp,21.7,47740000.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nghcp
NGHCZ,National General Holdings Corp,25.0,0.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nghcz
NGL,NGL ENERGY PARTNERS LP,3.03,388897185.2,,2011.0,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/ngl
NGL^B,NGL ENERGY PARTNERS LP,9.12,0.0,,,,,https://old.nasdaq.com/symbol/ngl^b
NGL^C,NGL ENERGY PARTNERS LP,9.65,0.0,,,,,https://old.nasdaq.com/symbol/ngl^c
NGLS^A,Targa Resources Partners LP,17.05,0.0,,,,,https://old.nasdaq.com/symbol/ngls^a
NGM,"NGM Biopharmaceuticals, Inc.",15.5,1050320130.0,,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ngm
NGS,"Natural Gas Services Group, Inc.",4.76,63701028.44,,2002.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/ngs
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",9.25,208031593.5,,2012.0,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/ngvc
NGVT,Ingevity Corporation,38.28,1601345956.0,,2016.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ngvt
NH,"NantHealth, Inc.",2.09,231195127.0,,2016.0,Technology,EDP Services,https://old.nasdaq.com/symbol/nh
NHA,Nuveen Municipal 2021 Target Term Fund,9.59,82691798.49,,2016.0,,,https://old.nasdaq.com/symbol/nha
NHC,National HealthCare Corporation,71.73,1100281533.0,,,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/nhc
NHF,NexPoint Strategic Opportunities Fund,10.05,460804801.2,,,,,https://old.nasdaq.com/symbol/nhf
NHI,"National Health Investors, Inc.",50.93,2274024602.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nhi
NHLD,National Holdings Corporation,1.44,19406187.36,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/nhld
NHLDW,National Holdings Corporation,0.0963,0.0,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/nhldw
NHS,Neuberger Berman High Yield Strategies Fund,9.83,192083950.6,,,,,https://old.nasdaq.com/symbol/nhs
NHTC,Natural Health Trends Corp.,3.72,42491845.08,,,Consumer Durables,Consumer Specialties,https://old.nasdaq.com/symbol/nhtc
NI,"NiSource, Inc",25.48,9750774128.0,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ni
NI^B,"NiSource, Inc",26.665,0.0,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ni^b
NICE,NICE Ltd,166.58,7449953509.0,44722977.0,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/nice
NICK,"Nicholas Financial, Inc.",5.605,44279500.0,,,Finance,Finance Companies,https://old.nasdaq.com/symbol/nick
NID,Nuveen Intermediate Duration Municipal Term Fund,12.63,592469005.8,,2012.0,,,https://old.nasdaq.com/symbol/nid
NIE,AllianzGI Equity & Convertible Income Fund,20.24,560829451.6,,2007.0,,,https://old.nasdaq.com/symbol/nie
NIM,Nuveen Select Maturities Municipal Fund,10.09,125573712.7,,1992.0,,,https://old.nasdaq.com/symbol/nim
NINE,"Nine Energy Service, Inc.",0.8201,25006297.3,,2018.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/nine
NIO,NIO Inc.,3.19,3410531236.0,,2018.0,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/nio
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,13.16,172358415.0,,2013.0,,,https://old.nasdaq.com/symbol/niq
NIU,Niu Technologies,7.46,191778442.4,25707566.0,2018.0,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/niu
NJR,NewJersey Resources Corporation,31.3,2991366572.0,,,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/njr
NJV,Nuveen New Jersey Municipal Value Fund,12.69,19426562.64,,,,,https://old.nasdaq.com/symbol/njv
NK,"NantKwest, Inc.",3.56,350600053.2,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/nk
NKE,"Nike, Inc.",87.9,136688000000.0,,,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/nke
NKG,Nuveen Georgia Quality Municipal Income Fund ,11.8601,123342810.3,,2002.0,,,https://old.nasdaq.com/symbol/nkg
NKSH,"National Bankshares, Inc.",26.61,172687564.1,,,Finance,Major Banks,https://old.nasdaq.com/symbol/nksh
NKTR,Nektar Therapeutics,20.11,3570674166.0,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nktr
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,14.44,686193623.0,,2002.0,,,https://old.nasdaq.com/symbol/nkx
NL,"NL Industries, Inc.",2.66,129690252.4,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/nl
NLOK,NortonLifeLock Inc.,20.01,12013687522.0,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/nlok
NLS,"Nautilus Group, Inc. (The)",4.63,137887363.4,,,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/nls
NLSN,Nielsen N.V.,12.77,4552190245.0,,2011.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/nlsn
NLTX,"Neoleukin Therapeutics, Inc.",13.43,515351538.8,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nltx
NLY,Annaly Capital Management Inc,5.82,8325069996.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nly
NLY^D,Annaly Capital Management Inc,22.87,0.0,,,,,https://old.nasdaq.com/symbol/nly^d
NLY^F,Annaly Capital Management Inc,20.64,0.0,,,,,https://old.nasdaq.com/symbol/nly^f
NLY^G,Annaly Capital Management Inc,20.15,0.0,,,,,https://old.nasdaq.com/symbol/nly^g
NLY^I,Annaly Capital Management Inc,20.66,0.0,,,,,https://old.nasdaq.com/symbol/nly^i
NM,Navios Maritime Holdings Inc.,2.14,28561546.38,,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nm
NM^G,Navios Maritime Holdings Inc.,3.09,0.0,,,,,https://old.nasdaq.com/symbol/nm^g
NM^H,Navios Maritime Holdings Inc.,3.42,0.0,,,,,https://old.nasdaq.com/symbol/nm^h
NMCI,Navios Maritime Containers L.P.,0.8698,30097776.38,,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nmci
NMCO,Nuveen Municipal Credit Opportunities Fund,11.42,608262820.5,,2019.0,,,https://old.nasdaq.com/symbol/nmco
NMFC,New Mountain Finance Corporation,7.09,686505854.8,,2011.0,,,https://old.nasdaq.com/symbol/nmfc
NMFX,New Mountain Finance Corporation,21.41,0.0,,2018.0,,,https://old.nasdaq.com/symbol/nmfx
NMI,"Nuveen Municipal Income Fund, Inc.",10.64,97284797.12,,1988.0,,,https://old.nasdaq.com/symbol/nmi
NMIH,NMI Holdings Inc,10.71,737635099.3,,2013.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nmih
NMK^B,"Niagara Mohawk Holdings, Inc.",94.0225,0.0,,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/nmk^b
NMK^C,"Niagara Mohawk Holdings, Inc.",98.0,0.0,,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/nmk^c
NML,Neuberger Berman MLP and Energy Income Fund Inc.,2.27,128615766.6,,2013.0,,,https://old.nasdaq.com/symbol/nml
NMM,Navios Maritime Partners LP,7.16,78671781.64,,2007.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nmm
NMR,Nomura Holdings Inc ADR,3.84,11669519973.0,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/nmr
